"Timestamp","delta time","Address","Data","Input","comments"
387.650267s,0.001036s,0000:0af9,0x039,A,
387.651308s,0.001041s,0000:0afa,0x0BC,A,
387.828402s,0.177094s,0000:0afb,0x0B5,A,
387.829443s,0.001041s,0000:0afc,0x0B5,A,
387.831325s,0.001882s,0000:0afd,0x037,B,
387.832360s,0.001035s,0000:0afe,0x02D,B,
387.833395s,0.001035s,0000:0aff,0x0CE,B,
387.834430s,0.001035s,0000:0b00,0x032,B,
388.729454s,0.895024s,0000:0b01,0x083,A,
388.730489s,0.001035s,0000:0b02,0x000,A,
388.731531s,0.001042s,0000:0b03,0x038,A,
388.732573s,0.001042s,0000:0b04,0x0BB,A,
388.907895s,0.175322s,0000:0b05,0x0B5,A,
388.908937s,0.001042s,0000:0b06,0x0B5,A,
389.629465s,0.720528s,0000:0b07,0x083,A,
389.630500s,0.001035s,0000:0b08,0x000,A,
389.631542s,0.001042s,0000:0b09,0x037,A,
389.632583s,0.001041s,0000:0b0a,0x0BA,A,
389.809879s,0.177296s,0000:0b0b,0x0B5,A,
389.810920s,0.001041s,0000:0b0c,0x0B5,A,
389.812789s,0.001869s,0000:0b0d,0x037,B,
389.813830s,0.001041s,0000:0b0e,0x02D,B,
389.814865s,0.001035s,0000:0b0f,0x0CE,B,
389.815901s,0.001036s,0000:0b10,0x032,B,
390.711973s,0.896072s,0000:0b11,0x083,A,
390.713014s,0.001041s,0000:0b12,0x000,A,
390.714056s,0.001042s,0000:0b13,0x036,A,
390.715091s,0.001035s,0000:0b14,0x0B9,A,
390.890309s,0.175218s,0000:0b15,0x0B5,A,
390.891351s,0.001042s,0000:0b16,0x0B5,A,
391.797605s,0.906254s,0000:0b17,0x083,A,
391.798640s,0.001035s,0000:0b18,0x000,A,
391.799682s,0.001042s,0000:0b19,0x035,A,
391.800724s,0.001042s,0000:0b1a,0x0B8,A,
391.972824s,0.172100s,0000:0b1b,0x0B5,A,
391.973859s,0.001035s,0000:0b1c,0x0B5,A,
392.697304s,0.723445s,0000:0b1d,0x083,A,
392.698339s,0.001035s,0000:0b1e,0x000,A,
392.699380s,0.001041s,0000:0b1f,0x034,A,
392.700422s,0.001042s,0000:0b20,0x0B7,A,
392.875745s,0.175323s,0000:0b21,0x0B5,A,
392.876786s,0.001041s,0000:0b22,0x0B5,A,
393.775755s,0.898969s,0000:0b23,0x083,A,
393.776797s,0.001042s,0000:0b24,0x000,A,
393.777839s,0.001042s,0000:0b25,0x033,A,
393.778874s,0.001035s,0000:0b26,0x0B6,A,
393.956176s,0.177302s,0000:0b27,0x0B5,A,
393.957217s,0.001041s,0000:0b28,0x0B5,A,
393.959144s,0.001927s,0000:0b29,0x037,B,
393.960179s,0.001035s,0000:0b2a,0x02D,B,
393.961214s,0.001035s,0000:0b2b,0x0CE,B,
393.962250s,0.001036s,0000:0b2c,0x032,B,
394.315453s,0.353203s,0000:0b2d,0x092,A,
394.316488s,0.001035s,0000:0b2e,0x0D0,A,
394.317530s,0.001042s,0000:0b2f,0x062,A,
394.676704s,0.359174s,0000:0b30,0x083,A,
394.677745s,0.001041s,0000:0b31,0x000,A,
394.678780s,0.001035s,0000:0b32,0x032,A,
394.679822s,0.001042s,0000:0b33,0x0B5,A,
394.856290s,0.176468s,0000:0b34,0x0B5,A,
394.857332s,0.001042s,0000:0b35,0x0B5,A,
394.859214s,0.001882s,0000:0b36,0x037,B,
394.860249s,0.001035s,0000:0b37,0x02D,B,
394.861284s,0.001035s,0000:0b38,0x0D0,B,
394.862319s,0.001035s,0000:0b39,0x034,B,
395.758378s,0.896059s,0000:0b3a,0x083,A,
395.759420s,0.001042s,0000:0b3b,0x000,A,
395.760461s,0.001041s,0000:0b3c,0x031,A,
395.761503s,0.001042s,0000:0b3d,0x0B4,A,
395.938694s,0.177191s,0000:0b3e,0x0B5,A,
395.939736s,0.001042s,0000:0b3f,0x0B5,A,
395.941611s,0.001875s,0000:0b40,0x037,B,
395.942646s,0.001035s,0000:0b41,0x02D,B,
395.943681s,0.001035s,0000:0b42,0x0D0,B,
395.944723s,0.001042s,0000:0b43,0x034,B,
396.662139s,0.717416s,0000:0b44,0x083,A,
396.663174s,0.001035s,0000:0b45,0x000,A,
396.664216s,0.001042s,0000:0b46,0x030,A,
396.665257s,0.001041s,0000:0b47,0x0B3,A,
396.839538s,0.174281s,0000:0b48,0x0B5,A,
396.840580s,0.001042s,0000:0b49,0x0B5,A,
396.842442s,0.001862s,0000:0b4a,0x037,B,
396.843477s,0.001035s,0000:0b4b,0x02D,B,
396.844512s,0.001035s,0000:0b4c,0x0D0,B,
396.845547s,0.001035s,0000:0b4d,0x034,B,
397.744647s,0.899100s,0000:0b4e,0x083,A,
397.745688s,0.001041s,0000:0b4f,0x000,A,
397.746723s,0.001035s,0000:0b50,0x029,A,
397.747765s,0.001042s,0000:0b51,0x0AC,A,
397.923088s,0.175323s,0000:0b52,0x0B5,A,
397.924129s,0.001041s,0000:0b53,0x0B5,A,
397.925998s,0.001869s,0000:0b54,0x037,B,
397.927033s,0.001035s,0000:0b55,0x02D,B,
397.928068s,0.001035s,0000:0b56,0x0D0,B,
397.929103s,0.001035s,0000:0b57,0x034,B,
398.645595s,0.716492s,0000:0b58,0x083,A,
398.646636s,0.001041s,0000:0b59,0x000,A,
398.647672s,0.001036s,0000:0b5a,0x028,A,
398.648713s,0.001041s,0000:0b5b,0x0AB,A,
398.826119s,0.177406s,0000:0b5c,0x0B5,A,
398.827154s,0.001035s,0000:0b5d,0x0B5,A,
398.829016s,0.001862s,0000:0b5e,0x037,B,
398.830051s,0.001035s,0000:0b5f,0x02D,B,
398.831086s,0.001035s,0000:0b60,0x0D0,B,
398.832122s,0.001036s,0000:0b61,0x034,B,
399.728103s,0.895981s,0000:0b62,0x083,A,
399.729144s,0.001041s,0000:0b63,0x000,A,
399.730186s,0.001042s,0000:0b64,0x027,A,
399.731221s,0.001035s,0000:0b65,0x0AA,A,
399.906439s,0.175218s,0000:0b66,0x0B5,A,
399.907481s,0.001042s,0000:0b67,0x0B5,A,
399.909376s,0.001895s,0000:0b68,0x037,B,
399.910411s,0.001035s,0000:0b69,0x02D,B,
399.911446s,0.001035s,0000:0b6a,0x0D0,B,
399.912481s,0.001035s,0000:0b6b,0x034,B,
400.626974s,0.714493s,0000:0b6c,0x083,A,
400.628009s,0.001035s,0000:0b6d,0x000,A,
400.629051s,0.001042s,0000:0b6e,0x026,A,
400.630092s,0.001041s,0000:0b6f,0x0A9,A,
400.807388s,0.177296s,0000:0b70,0x0B5,A,
400.808429s,0.001041s,0000:0b71,0x0B5,A,
400.810330s,0.001901s,0000:0b72,0x037,B,
400.811365s,0.001035s,0000:0b73,0x02D,B,
400.812401s,0.001036s,0000:0b74,0x0D0,B,
400.813436s,0.001035s,0000:0b75,0x034,B,
401.166770s,0.353334s,0000:0b76,0x092,A,
401.167811s,0.001041s,0000:0b77,0x0D2,A,
401.168853s,0.001042s,0000:0b78,0x064,A,
401.707503s,0.538650s,0000:0b79,0x083,A,
401.708544s,0.001041s,0000:0b7a,0x000,A,
401.709586s,0.001042s,0000:0b7b,0x025,A,
401.710628s,0.001042s,0000:0b7c,0x0A8,A,
401.887923s,0.177295s,0000:0b7d,0x0B5,A,
401.888964s,0.001041s,0000:0b7e,0x0B5,A,
402.788975s,0.900011s,0000:0b7f,0x083,A,
402.790017s,0.001042s,0000:0b80,0x000,A,
402.791052s,0.001035s,0000:0b81,0x024,A,
402.792094s,0.001042s,0000:0b82,0x0A7,A,
402.972514s,0.180420s,0000:0b83,0x0B5,A,
402.973555s,0.001041s,0000:0b84,0x0B5,A,
402.975443s,0.001888s,0000:0b85,0x077,B,
402.976479s,0.001036s,0000:0b86,0x02D,B,
402.977514s,0.001035s,0000:0b87,0x0D2,B,
402.978549s,0.001035s,0000:0b88,0x076,B,
403.692938s,0.714389s,0000:0b89,0x083,A,
403.693979s,0.001041s,0000:0b8a,0x000,A,
403.695015s,0.001036s,0000:0b8b,0x023,A,
403.696056s,0.001041s,0000:0b8c,0x0A6,A,
403.873566s,0.177510s,0000:0b8d,0x0B5,A,
403.874601s,0.001035s,0000:0b8e,0x0B5,A,
404.772327s,0.897726s,0000:0b8f,0x083,A,
404.773369s,0.001042s,0000:0b90,0x000,A,
404.774410s,0.001041s,0000:0b91,0x022,A,
404.775445s,0.001035s,0000:0b92,0x0A5,A,
404.950872s,0.175427s,0000:0b93,0x0B5,A,
404.951914s,0.001042s,0000:0b94,0x0B5,A,
404.953828s,0.001914s,0000:0b95,0x037,B,
404.954863s,0.001035s,0000:0b96,0x02D,B,
404.955898s,0.001035s,0000:0b97,0x0D2,B,
404.956933s,0.001035s,0000:0b98,0x036,B,
405.675352s,0.718419s,0000:0b99,0x083,A,
405.676394s,0.001042s,0000:0b9a,0x000,A,
405.677435s,0.001041s,0000:0b9b,0x021,A,
405.678477s,0.001042s,0000:0b9c,0x0A4,A,
405.855668s,0.177191s,0000:0b9d,0x0B5,A,
405.856710s,0.001042s,0000:0b9e,0x0B5,A,
406.756825s,0.900115s,0000:0b9f,0x083,A,
406.757866s,0.001041s,0000:0ba0,0x000,A,
406.758908s,0.001042s,0000:0ba1,0x020,A,
406.759943s,0.001035s,0000:0ba2,0x0A3,A,
406.934126s,0.174183s,0000:0ba3,0x0B5,A,
406.935162s,0.001036s,0000:0ba4,0x0B5,A,
406.937017s,0.001855s,0000:0ba5,0x037,B,
406.938052s,0.001035s,0000:0ba6,0x02D,B,
406.939087s,0.001035s,0000:0ba7,0x0D2,B,
406.940122s,0.001035s,0000:0ba8,0x036,B,
407.657773s,0.717651s,0000:0ba9,0x083,A,
407.658815s,0.001042s,0000:0baa,0x000,A,
407.659850s,0.001035s,0000:0bab,0x019,A,
407.660891s,0.001041s,0000:0bac,0x09C,A,
407.838193s,0.177302s,0000:0bad,0x0B5,A,
407.839228s,0.001035s,0000:0bae,0x0B5,A,
407.841129s,0.001901s,0000:0baf,0x037,B,
407.842164s,0.001035s,0000:0bb0,0x02D,B,
407.843200s,0.001036s,0000:0bb1,0x0D2,B,
407.844235s,0.001035s,0000:0bb2,0x036,B,
408.739246s,0.895011s,0000:0bb3,0x083,A,
408.740281s,0.001035s,0000:0bb4,0x000,A,
408.741322s,0.001041s,0000:0bb5,0x018,A,
408.742364s,0.001042s,0000:0bb6,0x09B,A,
408.917582s,0.175218s,0000:0bb7,0x0B5,A,
408.918618s,0.001036s,0000:0bb8,0x0B5,A,
408.920493s,0.001875s,0000:0bb9,0x037,B,
408.921528s,0.001035s,0000:0bba,0x02D,B,
408.922563s,0.001035s,0000:0bbb,0x0D2,B,
408.923598s,0.001035s,0000:0bbc,0x036,B,
409.279145s,0.355547s,0000:0bbd,0x092,A,
409.280187s,0.001042s,0000:0bbe,0x01E,A,
409.281222s,0.001035s,0000:0bbf,0x0B0,A,
409.639152s,0.357930s,0000:0bc0,0x083,A,
409.640187s,0.001035s,0000:0bc1,0x000,A,
409.641229s,0.001042s,0000:0bc2,0x017,A,
409.642271s,0.001042s,0000:0bc3,0x09A,A,
409.819566s,0.177295s,0000:0bc4,0x0B5,A,
409.820607s,0.001041s,0000:0bc5,0x0B5,A,
409.822502s,0.001895s,0000:0bc6,0x077,B,
409.823537s,0.001035s,0000:0bc7,0x02D,B,
409.824572s,0.001035s,0000:0bc8,0x01E,B,
409.825607s,0.001035s,0000:0bc9,0x0C2,B,
410.720618s,0.895011s,0000:0bca,0x083,A,
410.721660s,0.001042s,0000:0bcb,0x000,A,
410.722702s,0.001042s,0000:0bcc,0x016,A,
410.723737s,0.001035s,0000:0bcd,0x099,A,
410.900101s,0.176364s,0000:0bce,0x0B5,A,
410.901143s,0.001042s,0000:0bcf,0x0B5,A,
410.903037s,0.001894s,0000:0bd0,0x077,B,
410.904072s,0.001035s,0000:0bd1,0x02D,B,
410.905107s,0.001035s,0000:0bd2,0x01E,B,
410.906142s,0.001035s,0000:0bd3,0x0C2,B,
411.622608s,0.716466s,0000:0bd4,0x083,A,
411.623650s,0.001042s,0000:0bd5,0x000,A,
411.624685s,0.001035s,0000:0bd6,0x015,A,
411.625727s,0.001042s,0000:0bd7,0x098,A,
411.805001s,0.179274s,0000:0bd8,0x0B5,A,
411.806043s,0.001042s,0000:0bd9,0x0B5,A,
411.807937s,0.001894s,0000:0bda,0x077,B,
411.808972s,0.001035s,0000:0bdb,0x02D,B,
411.810007s,0.001035s,0000:0bdc,0x01E,B,
411.811043s,0.001036s,0000:0bdd,0x0C2,B,
412.703039s,0.891996s,0000:0bde,0x083,A,
412.704074s,0.001035s,0000:0bdf,0x000,A,
412.705116s,0.001042s,0000:0be0,0x014,A,
412.706158s,0.001042s,0000:0be1,0x097,A,
412.887613s,0.181455s,0000:0be2,0x0B5,A,
412.888655s,0.001042s,0000:0be3,0x0B5,A,
413.786693s,0.898038s,0000:0be4,0x083,A,
413.787728s,0.001035s,0000:0be5,0x000,A,
413.788769s,0.001041s,0000:0be6,0x013,A,
413.789811s,0.001042s,0000:0be7,0x096,A,
413.965967s,0.176156s,0000:0be8,0x0B5,A,
413.967002s,0.001035s,0000:0be9,0x0B5,A,
414.689509s,0.722507s,0000:0bea,0x083,A,
414.690551s,0.001042s,0000:0beb,0x000,A,
414.691593s,0.001042s,0000:0bec,0x012,A,
414.692628s,0.001035s,0000:0bed,0x095,A,
414.866811s,0.174183s,0000:0bee,0x0B5,A,
414.867846s,0.001035s,0000:0bef,0x0B5,A,
415.771086s,0.903240s,0000:0bf0,0x083,A,
415.772121s,0.001035s,0000:0bf1,0x000,A,
415.773163s,0.001042s,0000:0bf2,0x011,A,
415.774205s,0.001042s,0000:0bf3,0x094,A,
415.949319s,0.175114s,0000:0bf4,0x0B5,A,
415.950360s,0.001041s,0000:0bf5,0x0B5,A,
415.952248s,0.001888s,0000:0bf6,0x077,B,
415.953284s,0.001036s,0000:0bf7,0x02D,B,
415.954319s,0.001035s,0000:0bf8,0x01E,B,
415.955354s,0.001035s,0000:0bf9,0x0C2,B,
416.668910s,0.713556s,0000:0bfa,0x083,A,
416.669951s,0.001041s,0000:0bfb,0x000,A,
416.670993s,0.001042s,0000:0bfc,0x010,A,
416.672034s,0.001041s,0000:0bfd,0x093,A,
416.849330s,0.177296s,0000:0bfe,0x0B5,A,
416.850371s,0.001041s,0000:0bff,0x0B5,A,
417.752355s,0.901984s,0000:0c00,0x083,A,
417.753396s,0.001041s,0000:0c01,0x000,A,
417.754438s,0.001042s,0000:0c02,0x009,A,
417.755480s,0.001042s,0000:0c03,0x08C,A,
417.931837s,0.176357s,0000:0c04,0x0B5,A,
417.932879s,0.001042s,0000:0c05,0x0B5,A,
417.934800s,0.001921s,0000:0c06,0x077,B,
417.935835s,0.001035s,0000:0c07,0x02D,B,
417.936870s,0.001035s,0000:0c08,0x01E,B,
417.937905s,0.001035s,0000:0c09,0x0C2,B,
418.652372s,0.714467s,0000:0c0a,0x083,A,
418.653407s,0.001035s,0000:0c0b,0x000,A,
418.654449s,0.001042s,0000:0c0c,0x008,A,
418.655490s,0.001041s,0000:0c0d,0x08B,A,
418.832681s,0.177191s,0000:0c0e,0x0B5,A,
418.833723s,0.001042s,0000:0c0f,0x0B5,A,
418.835572s,0.001849s,0000:0c10,0x077,B,
418.836607s,0.001035s,0000:0c11,0x02D,B,
418.837642s,0.001035s,0000:0c12,0x01E,B,
418.838677s,0.001035s,0000:0c13,0x0C2,B,
419.733838s,0.895161s,0000:0c14,0x083,A,
419.734880s,0.001042s,0000:0c15,0x000,A,
419.735921s,0.001041s,0000:0c16,0x007,A,
419.736957s,0.001036s,0000:0c17,0x08A,A,
419.914362s,0.177405s,0000:0c18,0x0B5,A,
419.915404s,0.001042s,0000:0c19,0x0B5,A,
419.917292s,0.001888s,0000:0c1a,0x077,B,
419.918334s,0.001042s,0000:0c1b,0x02D,B,
419.919369s,0.001035s,0000:0c1c,0x01E,B,
419.920404s,0.001035s,0000:0c1d,0x0C2,B,
420.636759s,0.716355s,0000:0c1e,0x083,A,
420.637801s,0.001042s,0000:0c1f,0x000,A,
420.638842s,0.001041s,0000:0c20,0x006,A,
420.639884s,0.001042s,0000:0c21,0x089,A,
420.815102s,0.175218s,0000:0c22,0x0B5,A,
420.816137s,0.001035s,0000:0c23,0x0B5,A,
420.818019s,0.001882s,0000:0c24,0x077,B,
420.819054s,0.001035s,0000:0c25,0x02D,B,
420.820089s,0.001035s,0000:0c26,0x01E,B,
420.821124s,0.001035s,0000:0c27,0x0C2,B,
421.718232s,0.897108s,0000:0c28,0x083,A,
421.719273s,0.001041s,0000:0c29,0x000,A,
421.720315s,0.001042s,0000:0c2a,0x005,A,
421.721350s,0.001035s,0000:0c2b,0x088,A,
421.898652s,0.177302s,0000:0c2c,0x0B5,A,
421.899693s,0.001041s,0000:0c2d,0x0B5,A,
421.901542s,0.001849s,0000:0c2e,0x077,B,
421.902577s,0.001035s,0000:0c2f,0x02D,B,
421.903613s,0.001036s,0000:0c30,0x01E,B,
421.904648s,0.001035s,0000:0c31,0x0C2,B,
422.618138s,0.713490s,0000:0c32,0x083,A,
422.619180s,0.001042s,0000:0c33,0x000,A,
422.620222s,0.001042s,0000:0c34,0x004,A,
422.621257s,0.001035s,0000:0c35,0x087,A,
422.797725s,0.176468s,0000:0c36,0x0B5,A,
422.798767s,0.001042s,0000:0c37,0x0B5,A,
422.800707s,0.001940s,0000:0c38,0x077,B,
422.801742s,0.001035s,0000:0c39,0x02D,B,
422.802777s,0.001035s,0000:0c3a,0x01E,B,
422.803812s,0.001035s,0000:0c3b,0x0C2,B,
423.700652s,0.896840s,0000:0c3c,0x083,A,
423.701688s,0.001036s,0000:0c3d,0x000,A,
423.702729s,0.001041s,0000:0c3e,0x003,A,
423.703771s,0.001042s,0000:0c3f,0x086,A,
423.880962s,0.177191s,0000:0c40,0x0B5,A,
423.882004s,0.001042s,0000:0c41,0x0B5,A,
424.783160s,0.901156s,0000:0c42,0x083,A,
424.784202s,0.001042s,0000:0c43,0x000,A,
424.785237s,0.001035s,0000:0c44,0x002,A,
424.786279s,0.001042s,0000:0c45,0x085,A,
424.963580s,0.177301s,0000:0c46,0x0B5,A,
424.964615s,0.001035s,0000:0c47,0x0B5,A,
425.683067s,0.718452s,0000:0c48,0x083,A,
425.684108s,0.001041s,0000:0c49,0x000,A,
425.685144s,0.001036s,0000:0c4a,0x001,A,
425.686185s,0.001041s,0000:0c4b,0x084,A,
425.863487s,0.177302s,0000:0c4c,0x0B5,A,
425.864522s,0.001035s,0000:0c4d,0x0B5,A,
426.767345s,0.902823s,0000:0c4e,0x083,A,
426.768387s,0.001042s,0000:0c4f,0x000,A,
426.769422s,0.001035s,0000:0c50,0x000,A,
426.770464s,0.001042s,0000:0c51,0x083,A,
426.947557s,0.177093s,0000:0c52,0x089,A,
426.948592s,0.001035s,0000:0c53,0x089,A,
427.126727s,0.178135s,0000:0c54,0x0B5,A,
427.127762s,0.001035s,0000:0c55,0x0B5,A,
427.668294s,0.540532s,0000:0c56,0x095,A,
427.669329s,0.001035s,0000:0c57,0x095,A,
428.748725s,1.079396s,0000:0c58,0x095,A,
428.749760s,0.001035s,0000:0c59,0x095,A,
428.751654s,0.001894s,0000:0c5a,0x057,B,
428.752689s,0.001035s,0000:0c5b,0x02D,B,
428.753724s,0.001035s,0000:0c5c,0x01E,B,
428.754760s,0.001036s,0000:0c5d,0x0A2,B,
429.650812s,0.896052s,0000:0c5e,0x095,A,
429.651854s,0.001042s,0000:0c5f,0x095,A,
429.653768s,0.001914s,0000:0c60,0x057,B,
429.654803s,0.001035s,0000:0c61,0x02D,B,
429.655838s,0.001035s,0000:0c62,0x01E,B,
429.656873s,0.001035s,0000:0c63,0x0A2,B,
430.734570s,1.077697s,0000:0c64,0x092,A,
430.735612s,0.001042s,0000:0c65,0x014,A,
430.736653s,0.001041s,0000:0c66,0x0A6,A,
430.912386s,0.175733s,0000:0c67,0x08E,A,
430.913428s,0.001042s,0000:0c68,0x03C,A,
430.914469s,0.001041s,0000:0c69,0x0CA,A,
431.095410s,0.180941s,0000:0c6a,0x095,A,
431.096445s,0.001035s,0000:0c6b,0x095,A,
431.098307s,0.001862s,0000:0c6c,0x077,B,
431.099342s,0.001035s,0000:0c6d,0x03C,B,
431.100377s,0.001035s,0000:0c6e,0x014,B,
431.101413s,0.001036s,0000:0c6f,0x0C7,B,
431.635101s,0.533688s,0000:0c70,0x095,A,
431.636143s,0.001042s,0000:0c71,0x095,A,
431.638044s,0.001901s,0000:0c72,0x077,B,
431.639079s,0.001035s,0000:0c73,0x03C,B,
431.640114s,0.001035s,0000:0c74,0x014,B,
431.641150s,0.001036s,0000:0c75,0x0C7,B,
432.716574s,1.075424s,0000:0c76,0x095,A,
432.717609s,0.001035s,0000:0c77,0x095,A,
432.719478s,0.001869s,0000:0c78,0x077,B,
432.720513s,0.001035s,0000:0c79,0x03C,B,
432.721548s,0.001035s,0000:0c7a,0x014,B,
432.722583s,0.001035s,0000:0c7b,0x0C7,B,
433.619599s,0.897016s,0000:0c7c,0x095,A,
433.620641s,0.001042s,0000:0c7d,0x095,A,
433.622522s,0.001881s,0000:0c7e,0x077,B,
433.623557s,0.001035s,0000:0c7f,0x03C,B,
433.624593s,0.001036s,0000:0c80,0x014,B,
433.625628s,0.001035s,0000:0c81,0x0C7,B,
434.698780s,1.073152s,0000:0c82,0x095,A,
434.699822s,0.001042s,0000:0c83,0x095,A,
434.701677s,0.001855s,0000:0c84,0x077,B,
434.702712s,0.001035s,0000:0c85,0x03C,B,
434.703747s,0.001035s,0000:0c86,0x014,B,
434.704783s,0.001036s,0000:0c87,0x0C7,B,
435.782434s,1.077651s,0000:0c88,0x095,A,
435.783475s,0.001041s,0000:0c89,0x095,A,
435.785389s,0.001914s,0000:0c8a,0x077,B,
435.786424s,0.001035s,0000:0c8b,0x03C,B,
435.787466s,0.001042s,0000:0c8c,0x014,B,
435.788501s,0.001035s,0000:0c8d,0x0C7,B,
436.683382s,0.894881s,0000:0c8e,0x095,A,
436.684424s,0.001042s,0000:0c8f,0x095,A,
436.691233s,0.006809s,0000:0c90,0x077,B,
436.692268s,0.001035s,0000:0c91,0x03C,B,
436.693304s,0.001036s,0000:0c92,0x014,B,
436.694339s,0.001035s,0000:0c93,0x0C7,B,
437.766515s,1.072176s,0000:0c94,0x095,A,
437.767556s,0.001041s,0000:0c95,0x095,A,
437.769457s,0.001901s,0000:0c96,0x077,B,
437.770492s,0.001035s,0000:0c97,0x03C,B,
437.771528s,0.001036s,0000:0c98,0x014,B,
437.772563s,0.001035s,0000:0c99,0x0C7,B,
438.666421s,0.893858s,0000:0c9a,0x095,A,
438.667463s,0.001042s,0000:0c9b,0x095,A,
438.669390s,0.001927s,0000:0c9c,0x077,B,
438.670425s,0.001035s,0000:0c9d,0x03C,B,
438.671460s,0.001035s,0000:0c9e,0x014,B,
438.672495s,0.001035s,0000:0c9f,0x0C7,B,
439.749144s,1.076649s,0000:0ca0,0x095,A,
439.750179s,0.001035s,0000:0ca1,0x095,A,
439.752067s,0.001888s,0000:0ca2,0x077,B,
439.753102s,0.001035s,0000:0ca3,0x03C,B,
439.754137s,0.001035s,0000:0ca4,0x014,B,
439.755172s,0.001035s,0000:0ca5,0x0C7,B,
440.648946s,0.893774s,0000:0ca6,0x095,A,
440.649988s,0.001042s,0000:0ca7,0x095,A,
440.651902s,0.001914s,0000:0ca8,0x077,B,
440.652937s,0.001035s,0000:0ca9,0x03C,B,
440.653972s,0.001035s,0000:0caa,0x014,B,
440.655007s,0.001035s,0000:0cab,0x0C7,B,
441.729586s,1.074579s,0000:0cac,0x095,A,
441.730621s,0.001035s,0000:0cad,0x095,A,
441.732509s,0.001888s,0000:0cae,0x077,B,
441.733544s,0.001035s,0000:0caf,0x03C,B,
441.734579s,0.001035s,0000:0cb0,0x014,B,
441.735614s,0.001035s,0000:0cb1,0x0C7,B,
442.631569s,0.895955s,0000:0cb2,0x095,A,
442.632611s,0.001042s,0000:0cb3,0x095,A,
442.634512s,0.001901s,0000:0cb4,0x077,B,
442.635547s,0.001035s,0000:0cb5,0x03C,B,
442.636582s,0.001035s,0000:0cb6,0x014,B,
442.637617s,0.001035s,0000:0cb7,0x0C7,B,
443.713042s,1.075425s,0000:0cb8,0x095,A,
443.714077s,0.001035s,0000:0cb9,0x095,A,
443.715945s,0.001868s,0000:0cba,0x077,B,
443.716980s,0.001035s,0000:0cbb,0x03C,B,
443.718015s,0.001035s,0000:0cbc,0x014,B,
443.719051s,0.001036s,0000:0cbd,0x0C7,B,
444.615858s,0.896807s,0000:0cbe,0x095,A,
444.616900s,0.001042s,0000:0cbf,0x095,A,
444.618781s,0.001881s,0000:0cc0,0x077,B,
444.619817s,0.001036s,0000:0cc1,0x03C,B,
444.620852s,0.001035s,0000:0cc2,0x014,B,
444.621887s,0.001035s,0000:0cc3,0x0C7,B,
445.697331s,1.075444s,0000:0cc4,0x095,A,
445.698366s,0.001035s,0000:0cc5,0x095,A,
445.700215s,0.001849s,0000:0cc6,0x077,B,
445.701250s,0.001035s,0000:0cc7,0x03C,B,
445.702285s,0.001035s,0000:0cc8,0x014,B,
445.703320s,0.001035s,0000:0cc9,0x0C7,B,
446.776824s,1.073504s,0000:0cca,0x095,A,
446.777866s,0.001042s,0000:0ccb,0x095,A,
446.779787s,0.001921s,0000:0ccc,0x077,B,
446.780822s,0.001035s,0000:0ccd,0x03C,B,
446.781857s,0.001035s,0000:0cce,0x014,B,
446.782892s,0.001035s,0000:0ccf,0x0C7,B,
447.680683s,0.897791s,0000:0cd0,0x095,A,
447.681724s,0.001041s,0000:0cd1,0x095,A,
447.683651s,0.001927s,0000:0cd2,0x077,B,
447.684687s,0.001036s,0000:0cd3,0x03C,B,
447.685722s,0.001035s,0000:0cd4,0x014,B,
447.686757s,0.001035s,0000:0cd5,0x0C7,B,
448.761114s,1.074357s,0000:0cd6,0x095,A,
448.762155s,0.001041s,0000:0cd7,0x095,A,
448.764050s,0.001895s,0000:0cd8,0x077,B,
448.765085s,0.001035s,0000:0cd9,0x03C,B,
448.766120s,0.001035s,0000:0cda,0x014,B,
448.767155s,0.001035s,0000:0cdb,0x0C7,B,
449.662062s,0.894907s,0000:0cdc,0x095,A,
449.663097s,0.001035s,0000:0cdd,0x095,A,
449.665024s,0.001927s,0000:0cde,0x077,B,
449.666059s,0.001035s,0000:0cdf,0x03C,B,
449.667094s,0.001035s,0000:0ce0,0x014,B,
449.668130s,0.001036s,0000:0ce1,0x0C7,B,
450.744570s,1.076440s,0000:0ce2,0x095,A,
450.745611s,0.001041s,0000:0ce3,0x095,A,
450.747493s,0.001882s,0000:0ce4,0x077,B,
450.748528s,0.001035s,0000:0ce5,0x03C,B,
450.749563s,0.001035s,0000:0ce6,0x014,B,
450.750598s,0.001035s,0000:0ce7,0x0C7,B,
451.645830s,0.895232s,0000:0ce8,0x089,A,
451.646872s,0.001042s,0000:0ce9,0x089,A,
451.826042s,0.179170s,0000:0cea,0x095,A,
451.827077s,0.001035s,0000:0ceb,0x095,A,
452.725949s,0.898872s,0000:0cec,0x095,A,
452.726984s,0.001035s,0000:0ced,0x095,A,
452.728859s,0.001875s,0000:0cee,0x057,B,
452.729894s,0.001035s,0000:0cef,0x03C,B,
452.730929s,0.001035s,0000:0cf0,0x014,B,
452.731964s,0.001035s,0000:0cf1,0x0A7,B,
453.627828s,0.895864s,0000:0cf2,0x095,A,
453.628870s,0.001042s,0000:0cf3,0x095,A,
453.630751s,0.001881s,0000:0cf4,0x057,B,
453.631786s,0.001035s,0000:0cf5,0x03C,B,
453.632828s,0.001042s,0000:0cf6,0x014,B,
453.633863s,0.001035s,0000:0cf7,0x0A7,B,
454.710342s,1.076479s,0000:0cf8,0x095,A,
